,title_year,start_year,runtime_minutes,genres,averagerating,numvotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,Unknown,War,Western,release_date,production_budget,domestic_gross,worldwide_gross,total_gross,gross_less_budget
489,Country Strong (2010),2010,117.0,"Drama,Music",6.3,16296,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010-12-22,15000000,20218921,20601987,40820908,25820908
1332,White Boy Rick (2018),2018,111.0,"Crime,Drama",6.4,16255,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-09-14,30000000,24004833,25947983,49952816,19952816
1241,By the Sea (2015),2015,122.0,"Drama,Romance",5.3,16206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015-11-13,20000000,538460,3727746,4266206,-15733794
199,Casino Jack (2010),2010,108.0,"Biography,Comedy,Crime",6.2,16191,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-12-17,12500000,2039869,2272186,4312055,-8187945
47,Ramona and Beezus (2010),2010,103.0,"Adventure,Comedy,Family",6.6,16086,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-23,15000000,26167002,27469621,53636623,38636623
159,The Prince (2014),2014,93.0,"Action,Thriller",4.6,16048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014-08-22,18000000,0,0,0,-18000000
817,No Good Deed (2014),2014,84.0,"Action,Crime,Drama",5.6,16045,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-09-12,13200000,52543632,54323210,106866842,93666842
1360,Early Man (2018),2018,89.0,"Adventure,Animation,Comedy",6.1,15882,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-02-16,50000000,8267544,45285890,53553434,3553434
1240,The Other Side of the Door (2016),2016,96.0,Horror,5.3,15813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-03-04,5000000,3000342,12905107,15905449,10905449
475,The Son of No One (2011),2011,90.0,"Action,Crime,Drama",5.1,15743,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-11-04,15000000,30680,1148578,1179258,-13820742
254,Extraordinary Measures (2010),2010,106.0,Drama,6.5,15673,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-22,31000000,12482741,15826984,28309725,-2690275
992,Smurfs: The Lost Village (2017),2017,90.0,"Adventure,Animation,Comedy",6.0,15612,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-04-07,60000000,45020282,197578586,242598868,182598868
641,Genius (2016),2016,104.0,"Biography,Drama",6.6,15611,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-10,17000000,1361045,7265283,8626328,-8373672
881,Metallica Through the Never (2013),2013,93.0,Music,7.2,15592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-27,18000000,3419967,9082906,12502873,-5497127
545,Absentia (2011),2011,87.0,"Drama,Horror,Mystery",5.8,15507,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2011-12-31,70000,0,8555,8555,-61445
1075,Devil's Due (2014),2014,89.0,"Horror,Mystery,Thriller",4.1,15502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2014-01-17,7000000,15821461,36146087,51967548,44967548
61,Red Dog (2011),2011,92.0,"Biography,Comedy,Drama",7.4,15357,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-31,9100000,0,20927794,20927794,11827794
1401,The Hurricane Heist (2018),2018,103.0,"Action,Adventure,Crime",5.1,15326,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-03-09,40000000,6115824,30963684,37079508,-2920492
312,The Reef (2010),2010,94.0,"Adventure,Drama,Horror",5.8,15194,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-12-31,10000000,0,15037867,15037867,5037867
831,The Last Exorcism Part II (2013),2013,88.0,"Drama,Horror,Thriller",4.0,15124,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013-03-01,4000000,15179303,25448707,40628010,36628010
1261,31 (2016),2016,102.0,"Horror,Thriller",5.1,15055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016-10-21,1500000,779820,922727,1702547,202547
45,Tulip Fever (2017),2017,105.0,"Drama,History,Romance",6.2,15037,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017-09-01,25000000,2455635,6792768,9248403,-15751597
1400,Wish Upon (2017),2017,90.0,"Drama,Fantasy,Horror",5.0,14962,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-14,12000000,14301505,23477345,37778850,25778850
1263,The Overnight (2015),2015,79.0,"Comedy,Mystery",6.1,14828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015-06-19,200000,1109808,1165996,2275804,2075804
466,The Vatican Tapes (2015),2015,91.0,"Horror,Thriller",5.0,14822,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015-07-24,13000000,1784763,14929184,16713947,3713947
29,Margaret (2011),2011,150.0,Drama,6.5,14708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-30,14000000,47185,623292,670477,-13329523
46,Furry Vengeance (2010),2010,92.0,"Comedy,Family",3.8,14700,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-04-30,35000000,17630465,39340177,56970642,21970642
487,A Better Life (2011),2011,98.0,"Drama,Romance",7.2,14602,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011-06-24,10000000,1759252,1884251,3643503,-6356497
1114,Alvin and the Chipmunks: The Road Chip (2015),2015,92.0,"Adventure,Animation,Comedy",5.1,14507,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-18,90000000,85886987,249517956,335404943,245404943
918,When the Game Stands Tall (2014),2014,115.0,"Drama,Family,Sport",6.7,14498,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014-08-22,15000000,30127963,30138912,60266875,45266875
1397,Marshall (2017),2017,118.0,"Biography,Crime,Drama",7.2,14419,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-10-13,12000000,10051659,10116816,20168475,8168475
789,Father Figures (2017),2017,113.0,"Adventure,Comedy,Drama",5.5,14373,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-12-22,25000000,17501244,21038441,38539685,13539685
538,Prom (2011),2011,104.0,"Comedy,Drama,Family",5.4,14279,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-04-29,8000000,10130219,10763183,20893402,12893402
1136,Beyond the Lights (2014),2014,116.0,"Drama,Music,Romance",6.9,14122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2014-11-14,7000000,14618727,14618727,29237454,22237454
965,Parkland (2013),2013,93.0,"Drama,History,Mystery",6.4,14036,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013-10-04,10000000,641439,1616353,2257792,-7742208
845,The Best Man Holiday (2013),2013,123.0,"Comedy,Drama",6.7,13967,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-11-15,17000000,70525195,72835710,143360905,126360905
1363,Unfriended: Dark Web (2018),2018,92.0,"Crime,Horror,Mystery",5.9,13822,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2018-07-20,1000000,8866745,16434588,25301333,24301333
1473,Destroyer (2018),2018,121.0,"Action,Crime,Drama",6.2,13683,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-25,9000000,1533324,3681096,5214420,-3785580
1232,Misconduct (2016),2016,106.0,"Crime,Drama,Mystery",5.3,13550,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016-02-05,11000000,0,2352511,2352511,-8647489
503,Tiny Furniture (2010),2010,98.0,"Comedy,Drama,Romance",6.2,13397,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-11-12,50000,391674,424149,815823,765823
1226,Barbershop: The Next Cut (2016),2016,111.0,"Comedy,Drama",5.9,13306,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-04-15,20000000,54030051,54404202,108434253,88434253
365,Marmaduke (2010),2010,87.0,"Comedy,Family",4.2,13283,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-04,50000000,33644788,89895930,123540718,73540718
347,Made in Dagenham (2010),2010,113.0,"Biography,Comedy,Drama",7.2,13121,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-11-19,8000000,1095369,15644196,16739565,8739565
866,Second Act (2018),2018,103.0,"Comedy,Drama,Romance",5.8,13109,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-12-21,15700000,39282227,63288854,102571081,86871081
444,5 Days of War (2011),2011,113.0,"Action,Drama,War",5.6,13089,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011-08-19,12000000,17479,87793,105272,-11894728
1315,Queen of Katwe (2016),2016,124.0,"Biography,Drama,Sport",7.4,13039,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016-09-23,15000000,8874389,10055481,18929870,3929870
902,Katy Perry: Part of Me (2012),2012,93.0,"Documentary,Music",5.9,13034,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012-07-05,12000000,25326071,32700439,58026510,46026510
607,Fun Size (2012),2012,86.0,"Adventure,Comedy",5.4,12926,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-10-26,14000000,9409538,11166615,20576153,6576153
689,Hands of Stone (2016),2016,111.0,"Action,Biography,Drama",6.6,12851,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-08-26,20000000,4712792,5031975,9744767,-10255233
868,Long Shot (2019),2019,125.0,"Comedy,Romance",7.2,12814,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019-05-03,40000000,30202860,43711031,73913891,33913891
770,Phantom (2013),2013,98.0,"Drama,History,Thriller",5.9,12786,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013-03-01,18000000,1034589,1199510,2234099,-15765901
286,Cats & Dogs: The Revenge of Kitty Galore (2010),2010,82.0,"Action,Comedy,Family",4.3,12642,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-30,85000000,43585753,113026383,156612136,71612136
379,Just Wright (2010),2010,100.0,"Comedy,Romance,Sport",5.9,12466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2010-05-14,12000000,21540363,21867665,43408028,31408028
749,The Darkness (2016),2016,92.0,"Horror,Thriller",4.4,12435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016-05-13,4000000,10753574,10898293,21651867,17651867
1353,On the Basis of Sex (2018),2018,120.0,"Biography,Drama",6.9,12083,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-25,20000000,24622687,38073377,62696064,42696064
1058,Churchill (2017),2017,105.0,"Biography,Drama,History",6.3,12047,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-02,10000000,1279681,7582196,8861877,-1138123
1367,How to Be a Latin Lover (2017),2017,115.0,"Comedy,Drama",5.9,11747,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-04-28,10000000,32149404,62556228,94705632,84705632
1260,War Room (2015),2015,120.0,Drama,6.5,11716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-08-28,3000000,67790117,73975239,141765356,138765356
1420,The Possession of Hannah Grace (2018),2018,86.0,"Horror,Mystery,Thriller",5.2,11629,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2018-11-30,6000000,14836174,42785387,57621561,51621561
1489,Fahrenheit 11/9 (2018),2018,128.0,Documentary,6.7,11628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-09-21,5000000,6352306,6653715,13006021,8006021
1011,And So It Goes (2014),2014,94.0,"Comedy,Drama,Romance",5.8,11597,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014-07-25,18000000,15160801,17920013,33080814,15080814
462,Area 51 (2015),2015,91.0,"Horror,Sci-Fi,Thriller",4.2,11537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2015-05-15,5000000,7556,7556,15112,-4984888
1192,Unforgettable (2017),2017,100.0,"Drama,Thriller",5.1,11489,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017-04-21,12000000,11368012,16221211,27589223,15589223
1413,Goosebumps 2: Haunted Halloween (2018),2018,90.0,"Adventure,Comedy,Family",5.6,11459,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-10-12,35000000,46697321,93291478,139988799,104988799
1329,The Prodigy (2019),2019,92.0,"Horror,Thriller",5.9,11456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2019-02-08,6000000,14856291,19789712,34646003,28646003
1448,I Can Only Imagine (2018),2018,110.0,"Biography,Drama,Family",7.4,11439,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-03-16,7000000,83482352,85604221,169086573,162086573
202,Kites (2010),2010,123.0,"Action,Drama,Romance",6.1,11353,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-05-21,9200000,1685269,17155193,18840462,9640462
1149,I Am Wrath (2016),2016,92.0,"Action,Crime,Drama",5.4,11198,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-04-15,18000000,0,309608,309608,-17690392
508,Housefull (2010),2010,144.0,Comedy,5.5,11089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-04-30,10100000,1183658,18726300,19909958,9809958
509,The Hit List (2011),2011,90.0,"Action,Thriller",5.4,11081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011-05-10,6000000,0,0,0,-6000000
1041,Shut In (2016),2016,91.0,"Drama,Mystery,Thriller",4.7,11030,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2016-11-11,10000000,6900335,11360665,18261000,8261000
1429,Columbus (2017),2017,104.0,Drama,7.2,10735,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-08-04,700000,1017107,1110511,2127618,1427618
1230,Brothers (2015),2015,156.0,"Action,Drama,Sport",6.7,10689,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015-08-14,13000000,656688,17856688,18513376,5513376
87,Please Give (2010),2010,87.0,"Comedy,Drama",6.6,10652,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-04-30,3000000,4033574,4570178,8603752,5603752
385,Bucky Larson: Born to Be a Star (2011),2011,97.0,Comedy,3.3,10648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-09,10000000,2529395,2529395,5058790,-4941210
1449,Five Feet Apart (2019),2019,116.0,"Drama,Romance",7.2,10645,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019-03-15,7000000,45729221,80504421,126233642,119233642
603,Freeheld (2015),2015,103.0,"Biography,Drama,Romance",6.5,10534,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015-10-02,7000000,546201,1732228,2278429,-4721571
1262,Yoga Hosers (2016),2016,88.0,"Action,Comedy,Fantasy",4.3,10483,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-09-02,5000000,0,22958,22958,-4977042
1426,The Professor and the Madman (2019),2019,124.0,"Biography,Drama,Mystery",7.4,10383,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019-05-10,25000000,0,5227233,5227233,-19772767
707,Gotti (2018),2018,112.0,"Biography,Crime,Drama",4.8,10358,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-06-15,10000000,4286367,6089100,10375467,375467
1291,Forever My Girl (2018),2018,108.0,"Drama,Music,Romance",6.7,10316,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-01-19,3500000,16376066,16376066,32752132,29252132
1150,Incarnate (2016),2016,91.0,"Horror,Thriller",5.3,10217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016-12-02,5000000,4799774,9371036,14170810,9170810
1474,Breaking In (2018),2018,88.0,"Action,Crime,Drama",5.4,10154,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-11,6000000,46840590,51411620,98252210,92252210
1483,What Men Want (2019),2019,117.0,"Comedy,Fantasy,Romance",4.9,10141,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019-02-08,20000000,54611903,69911903,124523806,104523806
1060,The D Train (2015),2015,101.0,"Comedy,Drama",5.0,10066,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-08,3000000,669688,772366,1442054,-1557946
116,Lottery Ticket (2010),2010,99.0,Comedy,5.0,10042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-20,17000000,24719879,24719879,49439758,32439758
1080,Thank You for Your Service (2017),2017,109.0,"Biography,Drama,War",6.5,10006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017-10-27,20000000,9479390,9985316,19464706,-535294
934,The Canyons (2013),2013,99.0,"Drama,Thriller",3.8,9838,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013-08-02,250000,59671,62375,122046,-127954
1074,Rosewater (2014),2014,103.0,"Biography,Drama",6.6,9836,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-11-14,10000000,3128941,3185717,6314658,-3685342
1478,Uncle Drew (2018),2018,103.0,"Comedy,Sport",5.7,9739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018-06-29,18000000,42469946,46527161,88997107,70997107
712,Freaks of Nature (2015),2015,92.0,"Comedy,Horror,Sci-Fi",5.9,9670,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-10-30,33000000,70958,70958,141916,-32858084
1140,Rock the Kasbah (2015),2015,106.0,"Comedy,Music,War",5.5,9587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015-10-23,15000000,3020665,3386153,6406818,-8593182
830,USS Indianapolis: Men of Courage (2016),2016,128.0,"Action,Drama,History",5.2,9453,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-11-11,40000000,0,1663785,1663785,-38336215
580,Jumping the Broom (2011),2011,112.0,"Comedy,Drama",5.7,9089,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-06,7000000,37295394,38158601,75453995,68453995
1432,Kin (2018),2018,102.0,"Action,Drama,Sci-Fi",5.7,9048,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-08-31,30000000,5718096,10096821,15814917,-14185083
734,Tim and Eric's Billion Dollar Movie (2012),2012,93.0,Comedy,5.4,9004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-02,3000000,201436,223652,425088,-2574912
1267,The Perfect Guy (2015),2015,100.0,"Crime,Drama,Horror",5.6,8998,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-09-11,18000000,57027435,60278166,117305601,99305601
679,The Giant Mechanical Man (2012),2012,95.0,"Comedy,Drama,Romance",6.7,8921,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012-04-27,900000,7396,7396,14792,-885208
1160,Welcome to Marwen (2018),2018,116.0,"Biography,Comedy,Drama",6.1,8920,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-21,45000000,10763520,12874922,23638442,-21361558
278,Dying of the Light (2014),2014,94.0,"Drama,Thriller",4.4,8888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014-12-05,5000000,0,74639,74639,-4925361
482,Vamps (2012),2012,92.0,"Comedy,Horror,Romance",5.2,8838,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2012-11-02,16000000,3361,94812,98173,-15901827
471,Battle of the Year (2013),2013,110.0,"Drama,Music",5.1,8769,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-20,20000000,8888355,16723377,25611732,5611732
891,Escape from Tomorrow (2013),2013,90.0,"Drama,Fantasy,Horror",5.2,8665,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-11,650000,171962,171962,343924,-306076
811,Hell Fest (2018),2018,89.0,Horror,5.5,8662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-09-28,5500000,11107431,18119231,29226662,23726662
362,Why Did I Get Married Too? (2010),2010,121.0,"Comedy,Drama,Romance",4.6,8653,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-04-02,20000000,60095852,60831067,120926919,100926919
165,Ca$h (2010),2010,108.0,"Crime,Thriller",6.0,8605,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-03-26,7000000,46488,46488,92976,-6907024
1441,Patti Cake$ (2017),2017,109.0,"Drama,Music",6.7,8581,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017-08-18,1000000,800148,1471090,2271238,1271238
566,Blackthorn (2011),2011,102.0,"Action,Adventure,Western",6.6,8553,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011-10-07,4500000,200558,1217307,1417865,-3082135
188,Baggage Claim (2013),2013,96.0,Comedy,5.1,8296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-27,8500000,21569509,22885836,44455345,35955345
0,Foodfight! (2012),2012,91.0,"Action,Animation,Comedy",1.9,8248,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-12-31,45000000,0,73706,73706,-44926294
572,Underdogs (2013),2013,106.0,"Adventure,Animation,Family",6.5,8197,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-16,2500000,35017,1392649,1427666,-1072334
976,The Disappointments Room (2016),2016,85.0,"Drama,Horror,Thriller",3.9,8167,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016-09-09,15000000,2423467,3503761,5927228,-9072772
1352,Kevin Hart: What Now? (2016),2016,96.0,"Comedy,Documentary",5.9,8134,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-10-14,10000000,23591043,23591043,47182086,37182086
723,Truth or Die (2012),2012,96.0,"Horror,Mystery",5.6,8123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2012-10-09,1000000,0,0,0,-1000000
1462,The Kid Who Would Be King (2019),2019,120.0,"Action,Adventure,Family",6.0,8044,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-01-25,59000000,16790790,28348446,45139236,-13860764
