,title_year,start_year,runtime_minutes,genres,averagerating,numvotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,Unknown,War,Western,release_date,production_budget,domestic_gross,worldwide_gross,total_gross,gross_less_budget
349,Inception (2010),2010,148.0,"Action,Adventure,Sci-Fi",8.8,1841066,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010-07-16,160000000,292576195,835524642,1128100837,968100837
335,The Dark Knight Rises (2012),2012,164.0,"Action,Thriller",8.4,1387769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-07-20,275000000,448139099,1084439099,1532578198,1257578198
71,Interstellar (2014),2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014-11-05,165000000,188017894,666379375,854397269,689397269
730,Django Unchained (2012),2012,165.0,"Drama,Western",8.4,1211405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012-12-25,100000000,162805434,449948323,612753757,512753757
82,The Avengers (2012),2012,143.0,"Action,Adventure,Sci-Fi",8.1,1183655,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012-05-04,225000000,623279547,1517935897,2141215444,1916215444
123,The Wolf of Wall Street (2013),2013,180.0,"Biography,Crime,Drama",8.2,1035358,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-25,100000000,116900694,389870414,506771108,406771108
175,Shutter Island (2010),2010,138.0,"Mystery,Thriller",8.1,1005960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2010-02-19,80000000,128012934,299461782,427474716,347474716
818,Guardians of the Galaxy (2014),2014,121.0,"Action,Adventure,Comedy",8.1,948394,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-01,170000000,333172112,770867516,1104039628,934039628
404,Deadpool (2016),2016,108.0,"Action,Adventure,Comedy",8.0,820847,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-12,58000000,363070709,801025593,1164096302,1106096302
363,The Hunger Games (2012),2012,142.0,"Action,Adventure,Sci-Fi",7.2,795227,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012-03-23,80000000,408010692,677923379,1085934071,1005934071
364,Mad Max: Fury Road (2015),2015,120.0,"Action,Adventure,Sci-Fi",8.1,780910,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-05-15,150000000,153636354,370098020,523734374,373734374
924,Gone Girl (2014),2014,149.0,"Drama,Mystery,Thriller",8.1,761592,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014-10-03,61000000,167767189,368567189,536334378,475334378
96,The Hobbit: An Unexpected Journey (2012),2012,169.0,"Adventure,Family,Fantasy",7.9,719629,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-12-14,250000000,303003568,1017003568,1320007136,1070007136
421,Gravity (2013),2013,91.0,"Drama,Sci-Fi,Thriller",7.7,710018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013-10-04,110000000,274092705,693698673,967791378,857791378
296,Iron Man 3 (2013),2013,130.0,"Action,Adventure,Sci-Fi",7.2,692794,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013-05-03,200000000,408992272,1215392272,1624384544,1424384544
60,Thor (2011),2011,115.0,"Action,Adventure,Fantasy",7.0,683264,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-06,150000000,181030624,449326618,630357242,480357242
14,Toy Story 3 (2010),2010,103.0,"Adventure,Animation,Comedy",8.3,682218,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-06-18,200000000,415004880,1068879522,1483884402,1283884402
1233,The Martian (2015),2015,144.0,"Adventure,Drama,Sci-Fi",8.0,680116,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-10-02,108000000,228433663,655271443,883705106,775705106
1298,Avengers: Infinity War (2018),2018,149.0,"Action,Adventure,Sci-Fi",8.5,670926,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-04-27,300000000,678815482,2048134200,2726949682,2426949682
25,Captain America: The First Avenger (2011),2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-07-22,140000000,176654505,370569776,547224281,407224281
727,Captain America: The Winter Soldier (2014),2014,136.0,"Action,Adventure,Sci-Fi",7.8,666252,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014-04-04,170000000,259746958,714401889,974148847,804148847
990,Avengers: Age of Ultron (2015),2015,141.0,"Action,Adventure,Sci-Fi",7.3,665594,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-05-01,330600000,459005868,1403013963,1862019831,1531419831
233,Iron Man 2 (2010),2010,124.0,"Action,Adventure,Sci-Fi",7.0,657690,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010-05-07,170000000,312433331,621156389,933589720,763589720
104,Black Swan (2010),2010,108.0,"Drama,Thriller",8.0,648854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-12-03,13000000,106954678,331266710,438221388,425221388
51,Man of Steel (2013),2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013-06-14,225000000,291045518,667999518,959045036,734045036
929,The Grand Budapest Hotel (2014),2014,99.0,"Adventure,Comedy,Crime",8.1,633604,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-03-07,31000000,59076019,163981261,223057280,192057280
608,The Revenant (2015),2015,156.0,"Action,Adventure,Biography",8.0,621193,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-12-25,135000000,183637894,532938302,716576196,581576196
145,Silver Linings Playbook (2012),2012,122.0,"Comedy,Drama,Romance",7.7,621018,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012-11-16,21000000,132092958,236412453,368505411,347505411
847,The Imitation Game (2014),2014,114.0,"Biography,Drama,Thriller",8.0,620834,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014-11-28,15000000,91125143,227740463,318865606,303865606
748,X-Men: Days of Future Past (2014),2014,132.0,"Action,Adventure,Sci-Fi",8.0,620079,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014-05-23,200000000,233921534,747862775,981784309,781784309
1043,Whiplash (2014),2014,106.0,"Drama,Music",8.5,616916,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014-10-10,3300000,13092006,38969037,52061043,48761043
94,How to Train Your Dragon (2010),2010,98.0,"Action,Adventure,Animation",8.1,611299,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-26,165000000,217581232,494870992,712452224,547452224
272,X-Men: First Class (2011),2011,131.0,"Action,Adventure,Sci-Fi",7.7,608930,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-06-03,160000000,146408305,355408305,501816610,341816610
156,Skyfall (2012),2012,143.0,"Action,Adventure,Thriller",7.8,592221,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-11-08,200000000,304360277,1110526981,1414887258,1214887258
1197,Captain America: Civil War (2016),2016,147.0,"Action,Adventure,Sci-Fi",7.8,583507,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-05-06,250000000,408084349,1140069413,1548153762,1298153762
828,12 Years a Slave (2013),2013,134.0,"Biography,Drama,History",8.1,577301,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-10-18,20000000,56671993,181025343,237697336,217697336
1116,Batman v Superman: Dawn of Justice (2016),2016,151.0,"Action,Adventure,Fantasy",6.5,576909,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-03-25,250000000,330360194,867500281,1197860475,947860475
782,The Hunger Games: Catching Fire (2013),2013,146.0,"Action,Adventure,Sci-Fi",7.5,575455,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013-11-22,130000000,424668047,864868047,1289536094,1159536094
285,The Social Network (2010),2010,120.0,"Biography,Drama",7.7,568578,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-01,40000000,96962694,224922135,321884829,281884829
187,The Hobbit: The Desolation of Smaug (2013),2013,161.0,"Adventure,Fantasy",7.8,565563,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-13,250000000,258366855,960366855,1218733710,968733710
1164,Logan (2017),2017,137.0,"Action,Drama,Sci-Fi",8.1,560270,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017-03-03,127000000,226277068,615461394,841738462,714738462
72,World War Z (2013),2013,116.0,"Action,Adventure,Horror",7.0,553751,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-21,190000000,202359711,531514650,733874361,543874361
617,Now You See Me (2013),2013,115.0,"Crime,Mystery,Thriller",7.3,553156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-05-31,75000000,117723989,342769200,460493189,385493189
569,Edge of Tomorrow (2014),2014,113.0,"Action,Sci-Fi",7.9,546284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014-06-06,178000000,100206256,370541256,470747512,292747512
800,Thor: The Dark World (2013),2013,112.0,"Action,Adventure,Fantasy",6.9,540996,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-11-08,150000000,206362140,644602516,850964656,700964656
3,Jurassic World (2015),2015,124.0,"Action,Adventure,Sci-Fi",7.0,539338,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015-06-12,215000000,652270625,1648854864,2301125489,2086125489
415,Prometheus (2012),2012,124.0,"Adventure,Mystery,Sci-Fi",7.0,538720,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2012-06-08,125000000,126477084,402448265,528925349,403925349
578,Ted (2012),2012,106.0,"Comedy,Fantasy",6.9,538367,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-06-29,50000000,218665740,556016627,774682367,724682367
850,Inside Out (2015),2015,95.0,"Adventure,Animation,Comedy",8.2,536181,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-19,175000000,356461711,854235992,1210697703,1035697703
22,Life of Pi (2012),2012,127.0,"Adventure,Drama,Fantasy",7.9,535836,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-11-21,120000000,124987022,620912003,745899025,625899025
133,Argo (2012),2012,120.0,"Biography,Drama,Thriller",7.7,534683,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-10-12,44500000,136025503,227140757,363166260,318666260
355,Suicide Squad (2016),2016,123.0,"Action,Adventure,Fantasy",6.0,533039,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-08-05,175000000,325100054,746059887,1071159941,896159941
366,Prisoners (2013),2013,153.0,"Crime,Drama,Mystery",8.1,526273,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013-09-20,46000000,61002302,113402302,174404604,128404604
106,The Amazing Spider-Man (2012),2012,136.0,"Action,Adventure,Sci-Fi",7.0,525632,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012-07-03,220000000,262030663,757890267,1019920930,799920930
52,Drive (2011),2011,100.0,"Crime,Drama",7.8,521495,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-16,15000000,35060689,81357930,116418619,101418619
1037,Birdman or (The Unexpected Virtue of Ignorance) (2014),2014,119.0,"Comedy,Drama",7.7,519417,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-10-17,18000000,42340598,103215094,145555692,127555692
937,Frozen (2013),2013,102.0,"Adventure,Animation,Comedy",7.5,516998,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-11-22,150000000,400738009,1272469910,1673207919,1523207919
718,Black Panther (2018),2018,134.0,"Action,Adventure,Sci-Fi",7.3,516148,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-02-16,200000000,700059566,1348258224,2048317790,1848317790
1028,Arrival (2016),2016,116.0,"Drama,Mystery,Sci-Fi",7.9,515483,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2016-11-11,47000000,100546139,203127894,303674033,256674033
211,Doctor Strange (2016),2016,115.0,"Action,Adventure,Fantasy",7.5,514510,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-11-04,165000000,232641920,676404566,909046486,744046486
36,Ant-Man (2015),2015,117.0,"Action,Adventure,Comedy",7.3,501213,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-17,130000000,180202163,518858449,699060612,569060612
279,Looper (2012),2012,113.0,"Action,Crime,Drama",7.4,500595,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-09-28,30000000,66486205,170466405,236952610,206952610
256,Kick-Ass (2010),2010,117.0,"Action,Comedy",7.6,497363,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-04-16,28000000,48071303,97531134,145602437,117602437
225,Limitless (2011),2011,105.0,"Mystery,Sci-Fi,Thriller",7.4,492490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2011-03-18,27000000,79249455,155564919,234814374,207814374
20,Wonder Woman (2017),2017,141.0,"Action,Adventure,Fantasy",7.5,487527,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-02,150000000,412563408,821133378,1233696786,1083696786
1200,Thor: Ragnarok (2017),2017,130.0,"Action,Adventure,Comedy",7.9,482995,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-03,180000000,315058289,846980024,1162038313,982038313
1248,Rogue One: A Star Wars Story (2016),2016,133.0,"Action,Adventure,Sci-Fi",7.8,478592,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-12-16,200000000,532177324,1049102856,1581280180,1381280180
241,21 Jump Street (2012),2012,109.0,"Action,Comedy,Crime",7.2,477771,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-16,42000000,138447667,202812429,341260096,299260096
307,Rise of the Planet of the Apes (2011),2011,105.0,"Action,Drama,Sci-Fi",7.6,473020,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-08-05,93000000,176760185,470986200,647746385,554746385
1381,Dunkirk (2017),2017,106.0,"Action,Drama,History",7.9,466580,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-21,150000000,190068280,499837368,689905648,539905648
318,Despicable Me (2010),2010,95.0,"Animation,Comedy,Family",7.7,464511,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-07-09,69000000,251513985,543464573,794978558,725978558
439,Oblivion (2013),2013,124.0,"Action,Adventure,Sci-Fi",7.0,453966,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013-04-19,120000000,89107235,287916633,377023868,257023868
103,Source Code (2011),2011,93.0,"Action,Drama,Sci-Fi",7.5,452036,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011-04-01,32000000,54712227,140428499,195140726,163140726
1101,John Wick (2014),2014,101.0,"Action,Crime,Thriller",7.4,449942,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014-10-24,30000000,43037835,76235001,119272836,89272836
295,Pirates of the Caribbean: On Stranger Tides (2011),2011,136.0,"Action,Adventure,Fantasy",6.6,447624,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-20,410600000,241063875,1045663875,1286727750,876127750
380,Star Trek Into Darkness (2013),2013,132.0,"Action,Adventure,Sci-Fi",7.7,445535,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013-05-16,190000000,228778661,467381584,696160245,506160245
610,Pacific Rim (2013),2013,131.0,"Action,Adventure,Sci-Fi",6.9,443667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013-07-12,190000000,101802906,411002906,512805812,322805812
947,The Hobbit: The Battle of the Five Armies (2014),2014,144.0,"Adventure,Fantasy",7.4,438621,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-12-17,250000000,255119788,945577621,1200697409,950697409
1254,La La Land (2016),2016,128.0,"Comedy,Drama,Music",8.0,436070,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016-12-09,20000000,151101803,426351163,577452966,557452966
1191,The Hateful Eight (2015),2015,168.0,"Crime,Drama,Mystery",7.8,434966,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015-12-25,62000000,54117416,147864886,201982302,139982302
333,The Great Gatsby (2013),2013,143.0,"Drama,Romance",7.3,433165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013-05-10,190000000,144840419,351040419,495880838,305880838
386,The Hangover Part II (2011),2011,102.0,"Comedy,Mystery",6.5,432800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011-05-26,80000000,254464305,586464305,840928610,760928610
920,Spider-Man: Homecoming (2017),2017,133.0,"Action,Adventure,Sci-Fi",7.5,426302,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017-07-07,175000000,334201140,880166350,1214367490,1039367490
604,The Perks of Being a Wallflower (2012),2012,103.0,Drama,8.0,422671,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-09-21,13000000,17742948,33069303,50812251,37812251
704,American Hustle (2013),2013,138.0,"Crime,Drama",7.2,418221,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-13,40000000,150117807,257878294,407996101,367996101
1094,Nightcrawler (2014),2014,117.0,"Crime,Drama,Thriller",7.9,404476,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014-10-31,8500000,32381218,50334418,82715636,74215636
291,Warrior (2011),2011,140.0,"Drama,Sport",8.2,403755,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011-09-09,25000000,13657115,24215385,37872500,12872500
1095,Lucy (2014),2014,89.0,"Action,Sci-Fi,Thriller",6.4,403194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2014-07-25,40000000,126573960,457507776,584081736,544081736
56,Dallas Buyers Club (2013),2013,117.0,"Biography,Drama",8.0,402462,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-11-01,5000000,27298285,60611845,87910130,82910130
886,American Sniper (2014),2014,133.0,"Action,Biography,Drama",7.3,401915,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-12-25,58000000,350126372,547326372,897452744,839452744
399,The Wolverine (2013),2013,126.0,"Action,Adventure,Sci-Fi",6.7,401286,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013-07-26,115000000,132556852,416456852,549013704,434013704
1385,Get Out (2017),2017,104.0,"Horror,Mystery,Thriller",7.7,400474,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2017-02-24,5000000,176040665,255367951,431408616,426408616
725,Divergent (2014),2014,139.0,"Action,Adventure,Mystery",6.7,399703,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014-03-21,85000000,150947895,276014965,426962860,341962860
453,Horrible Bosses (2011),2011,98.0,"Comedy,Crime",6.9,398695,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-07-08,35000000,117538559,212417601,329956160,294956160
422,The Conjuring (2013),2013,112.0,"Horror,Mystery,Thriller",7.5,397233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2013-07-19,20000000,137400141,318000141,455400282,435400282
472,Elysium (2013),2013,109.0,"Action,Drama,Sci-Fi",6.6,395572,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013-08-09,120000000,93050117,286192091,379242208,259242208
460,Sherlock Holmes: A Game of Shadows (2011),2011,129.0,"Action,Adventure,Crime",7.5,394189,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-16,125000000,186848418,535663443,722511861,597511861
797,Rush (2013),2013,123.0,"Action,Biography,Drama",8.1,393437,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-20,38000000,26947624,98230839,125178463,87178463
420,The Help (2011),2011,146.0,Drama,8.1,392699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-08-10,25000000,169705587,213120004,382825591,357825591
1405,Deadpool 2 (2018),2018,119.0,"Action,Adventure,Comedy",7.8,391735,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-18,110000000,324591735,786680557,1111272292,1001272292
854,Dawn of the Planet of the Apes (2014),2014,130.0,"Action,Adventure,Drama",7.6,390199,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-07-11,170000000,208545589,710644566,919190155,749190155
745,The Amazing Spider-Man 2 (2014),2014,142.0,"Action,Adventure,Sci-Fi",6.6,388363,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014-05-02,200000000,202853933,708996336,911850269,711850269
501,The Girl with the Dragon Tattoo (2011),2011,158.0,"Crime,Drama,Mystery",7.8,387580,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011-12-20,90000000,102515793,239373970,341889763,251889763
473,Captain Phillips (2013),2013,134.0,"Biography,Drama,Thriller",7.8,387402,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013-10-11,55000000,107136417,220648184,327784601,272784601
694,The Maze Runner (2014),2014,113.0,"Action,Mystery,Sci-Fi",6.8,387038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2014-09-19,34000000,102427862,348319861,450747723,416747723
1109,Zootopia (2016),2016,108.0,"Adventure,Animation,Comedy",8.0,383446,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-03-04,150000000,341268248,1019429616,1360697864,1210697864
1067,Fury (2014),2014,134.0,"Action,Drama,War",7.6,381993,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014-10-17,80000000,85817906,210315681,296133587,216133587
783,The Hunger Games: Mockingjay - Part 1 (2014),2014,123.0,"Action,Adventure,Sci-Fi",6.6,379050,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014-11-21,125000000,337135885,766575131,1103711016,978711016
735,Blade Runner 2049 (2017),2017,164.0,"Drama,Mystery,Sci-Fi",8.0,376241,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2017-10-06,185000000,92054159,259357408,351411567,166411567
654,We're the Millers (2013),2013,110.0,"Comedy,Crime",7.0,371759,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-07,37000000,150394119,267816276,418210395,381210395
916,Big Hero 6 (2014),2014,102.0,"Action,Adventure,Animation",7.8,371204,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-11-07,165000000,222527828,652127828,874655656,709655656
